company_id,company,year,motivators,topic
5,SSAB,2017,We are committed to achieving our sustainability targets,1
5,SSAB,2017,We are committed to achieving our long-term value,1
5,SSAB,2017,Transparency and reliable reporting,1
5,SSAB,2017,We are committed to striving for long-term value through our business,1
5,SSAB,2017,We are committed to achieving our net-zero targets (implied by reducing CO2 emissions),0
5,SSAB,2018,"Increased demand for steel in construction, infrastructure and the energy sector",2
5,SSAB,2018,"Increased demand for sustainable, recyclable material e.g. steel",2
5,SSAB,2018,Optimization of available steel capacity to promote more resource and CO2 efficient products/processes,2
5,SSAB,2018,"Using robotics, machine learning and advanced analytics to improve production stability and process efficiency",2
5,SSAB,2018,Renewing digital service portfolio to improve customer experience,1
5,SSAB,2018,Developing new digital tools such as SSAB SmartSteel to help customers realize the full potential of our steel,2
5,SSAB,2018,Taking an active stance for free and fair trade,1
5,SSAB,2018,Advancing SSAB’s position in emerging markets for high-strength steels,2
5,SSAB,2018,Developing new products and offerings to meet challenges of the future,1
5,SSAB,2018,"Offering a broad spectrum of products to be used in construction and infrastructure, as well as in construction machinery and renewable energy plants",1
5,SSAB,2018,Helping customers to innovate their products and reducing their CO2 footprint through upgrading to high-strength steel,2
5,SSAB,2018,Environmental benefits from high-strength steels,2
5,SSAB,2018,SSAB EcoUpgraded concept,2
5,SSAB,2019,"Regular dialogs with unions, centrally and locally",4
5,SSAB,2019,Long-term value creation realization is ongoing,1
5,SSAB,2019,Result conferences,4
5,SSAB,2019,Responsible governance,1
5,SSAB,2019,"Sustainable operations (CO2 emissions, resource efficiency)",1
5,SSAB,2019,Capital Markets Day,4
5,SSAB,2019,Investor meetings,4
5,SSAB,2019,Transparency and reliable reporting,1
5,SSAB,2019,Our long-term safety goal is zero accidents and we are committed to striving for this through our safety work,1
5,SSAB,2019,Opportunities for professional development,6
5,SSAB,2019,Employee surveys,6
5,SSAB,2019,Responsible and sustainable operations,1
5,SSAB,2019,Cooperation with local universities and schools to engage potential future employees,6
5,SSAB,2019,Commitment to reducing CO2 emissions both short and long-term,0
5,SSAB,2020,Use better steel: SSAB’s customers benefit from leading CO2 efficient production,2
5,SSAB,2020,Use steel better: Environmental benefits with SSAB’s steels,2
5,SSAB,2020,Go fossil-free: SSAB to be the first in fossil-free steel with HYBRIT technology,2
5,SSAB,2020,Global megatrends affecting SSAB,2
5,SSAB,2020,Steel market and SSAB’s position,2
5,SSAB,2020,Business segments,1
5,SSAB,2020,SSAB Special Steels,2
5,SSAB,2020,SSAB Europe,2
5,SSAB,2020,SSAB Americas,2
5,SSAB,2020,Ruukki Construction,2
5,SSAB,2020,Research and Development,2
5,SSAB,2020,The world’s first pilot plant for fossil-free steel,2
5,SSAB,2020,Strategy,1
5,SSAB,2020,Sustainability Report,1
5,SSAB,2020,Financial Reports 2020,1
5,SSAB,2020,Externally assured sustainability information compliant with the GRI Standards,1
5,SSAB,2020,SSAB ANNUAL REPORT 2020,2
5,SSAB,2021,"Reducing emissions, noise and other inconveniences",0
5,SSAB,2021,"Climate change, reducing CO 2 emissions and other environmental impacts",1
5,SSAB,2021,Involvement in many research projects on technological developments,2
5,SSAB,2021,Responsible and sustainable operations,1
5,SSAB,2021,Collaboration with industry associations,4
5,SSAB,2021,Developing assessment of member associations,4
5,SSAB,2021,Developing procedure on action where industry associations are not aligned with Paris Agreement’s goals,0
5,SSAB,2021,Professional development,6
5,SSAB,2021,Employee surveys,6
5,SSAB,2021,Constructive dialog with unions,4
5,SSAB,2021,Dialogs with unions,4
5,SSAB,2021,Cooperation with schools and universities,4
5,SSAB,2021,"Our strategy and targets, including sustainability",1
5,SSAB,2021,SSAB’s transformation to fossil-freedom and fossil-free steel,2
5,SSAB,2021,Commitment to CO 2 reduction both short and long-term,0
5,SSAB,2021,Long-term value creation,1
5,SSAB,2021,Climate impact and risks,1
5,SSAB,2021,Responsible governance,1
5,SSAB,2021,"Informing on opportunities, challenges and needs connected to industrial decarbonization",0
5,SSAB,2021,Climate policy,1
5,SSAB,2021,Public funding,0
5,SSAB,2022,"Increasing demand for SSAB's products, for example, high-strength steel and, going forward, fossil-free steel",2
5,SSAB,2022,High demand for more sustainable alternatives,1
5,SSAB,2022,Decreasing global trade in recent years,2
5,SSAB,2022,Temporary shortage of input materials in the European steel industry because of Russia's invasion of Ukraine,2
5,SSAB,2022,Continued protectionism in many parts of the world,2
5,SSAB,2022,SSAB has a leading position in transformation of the steel industry,2
5,SSAB,2023,Commitment on sustainable development strategy,1
5,SSAB,2023,Directives and instructions,4
5,SSAB,2023,Mechanism for seeking advise and raising concerns,4
5,SSAB,2023,Compliance with laws and regulations,1
5,SSAB,2023,Membership associations,4
5,SSAB,2023,Approach for stakeholder engagement,4
5,SSAB,2023,Collective bargaining agreements,4
5,SSAB,2023,Communication and training ahead about anti-corruption principles and procedures,1
5,SSAB,2023,Recycled input materials used,1
5,SSAB,2023,Energy consumption within the organization,3
5,SSAB,2023,Energy intensity,3
5,SSAB,2023,Reduction of energy consumption,3
5,SSAB,2023,Direct GHG emissions (Scope 1),0
5,SSAB,2024,Disclosure requirements in ESRS,1
5,SSAB,2024,Included in the Sustainability Report Page,1
12,Dillinger,2019,Reduction of carbon dioxide emissions,0
12,Dillinger,2019,Compliance with environmental standards,1
12,Dillinger,2019,Compliance with social standards,1
12,Dillinger,2019,Reduction of GHG emissions,0
12,Dillinger,2019,Achievement of net-zero targets,0
12,Dillinger,2019,Development of new technologies,2
12,Dillinger,2019,Testing of new technologies on an industrial scale,2
12,Dillinger,2021,External incentives,0
12,Dillinger,2021,Pressure from logistic bottlenecks,1
12,Dillinger,2022,Allocation of free allowances on the blast furnace converter route,2
12,Dillinger,2022,Policy framework for decarbonisation on competitive terms,0
12,Dillinger,2022,Net-zero targets,0
12,Dillinger,2022,Sustainable Development Goals,1
12,Dillinger,2022,Carbon reduction target for 2030,0
8,Voestalpine,2013,Pressure from regulatory requirements to reduce GHG emissions,1
8,Voestalpine,2013,Commitment to achieve net-zero targets,0
8,Voestalpine,2013,Opportunity to reduce costs through energy efficiency measures,3
8,Voestalpine,2013,Incentive to invest in renewable energy sources,2
8,Voestalpine,2013,Commitment to reduce dependence on fossil fuels,0
8,Voestalpine,2013,Incentive to develop low-carbon technologies,0
8,Voestalpine,2013,Commitment to achieve carbon neutrality,0
8,Voestalpine,2013,Opportunity to access new markets through low-carbon products,0
8,Voestalpine,2013,Commitment to reduce emissions from supply chain,1
8,Voestalpine,2013,Opportunity to improve competitiveness through sustainable practices,1
8,Voestalpine,2015,Pressure from regulatory requirements and climate policies,1
8,Voestalpine,2015,Commitment to net-zero targets,0
8,Voestalpine,2015,Opportunity to reduce costs through energy efficiency measures,3
8,Voestalpine,2015,Driver for innovation in low-carbon technologies,0
8,Voestalpine,2015,Incentive to invest in renewable energy sources,2
8,Voestalpine,2015,Pressure from customer demand for sustainable products,1
8,Voestalpine,2015,Commitment to reducing greenhouse gas emissions,0
8,Voestalpine,2015,Pressure from investor expectations for decarbonization,0
8,Voestalpine,2015,Driver for research and development of low-carbon solutions,0
8,Voestalpine,2018,Pressure from climate change on the organisation's financial impact,1
8,Voestalpine,2018,Opportunities related to climate change,1
8,Voestalpine,2018,Commitment to SDGs as a guideline for actions,1
8,Voestalpine,2018,Pressure from climate change on the organisation's other risks,1
8,Voestalpine,2019,Commitment to achieve net-zero targets by 2050,0
8,Voestalpine,2019,Opportunity to increase competitiveness through sustainable production processes,2
8,Voestalpine,2019,Incentive to reduce costs associated with climate change,0
8,Voestalpine,2019,Pressure from investors to align with Paris Agreement,0
8,Voestalpine,2019,Commitment to reduce greenhouse gas emissions by 50% by 2030,0
8,Voestalpine,2019,Opportunity to develop new business models through carbon pricing,0
8,Voestalpine,2019,Commitment to achieve carbon neutrality in operations by 2025,0
8,Voestalpine,2019,Opportunity to increase market share through sustainable products,1
8,Voestalpine,2019,Incentive to reduce risks associated with climate change,0
8,Voestalpine,2019,Pressure from NGOs to reduce environmental impact,1
8,Voestalpine,2019,Commitment to reduce Scope 3 emissions by 50% by 2030,0
8,Voestalpine,2019,Opportunity to develop new technologies through R&D investments,2
8,Voestalpine,2019,Incentive to improve supply chain resilience through sustainable practices,1
8,Voestalpine,2019,Pressure from employees to work in a sustainable environment,6
8,Voestalpine,2019,Commitment to achieve carbon neutrality in supply chain by 2050,0
8,Voestalpine,2019,Opportunity to increase revenue through sustainable products and services,1
8,Voestalpine,2019,Incentive to reduce waste and emissions in operations,0
8,Voestalpine,2019,Pressure from regulators to implement sustainable practices,1
8,Voestalpine,2019,Commitment to reduce emissions from steel production by 50% by 2030,2
8,Voestalpine,2019,Opportunity to develop new business models through sustainable steel production,2
8,Voestalpine,2019,Incentive to improve supply chain transparency through sustainable practices,1
8,Voestalpine,2020,Financial consequences of climate change for the organisation,1
8,Voestalpine,2020,Risks and opportunities associated with climate change,1
8,Voestalpine,2020,Employee survey results indicating a commitment to decarbonisation,0
8,Voestalpine,2020,Employer Branding efforts linked to sustainability and decarbonisation,6
8,Voestalpine,2020,Research and development for climate-friendly steel production,2
8,Voestalpine,2020,Environmental expenditure,0
8,Voestalpine,2020,Environmental investment,0
8,Voestalpine,2020,Greenhouse gas emissions reduction targets,0
8,Voestalpine,2020,Measures under the Corona pandemic to reduce emissions,0
8,Voestalpine,2020,Industrial safety for contractors/foreign companies to reduce emissions,1
8,Voestalpine,2020,Accident frequency rate reduction to improve environmental performance,1
8,Voestalpine,2020,Air emissions reduction targets,0
8,Voestalpine,2020,SO2-Emissions reduction targets,0
8,Voestalpine,2020,NOx-Effects reduction targets,0
8,Voestalpine,2020,Organic air pollutants reduction targets,0
8,Voestalpine,2020,Net-zero targets for the organisation,0
8,Voestalpine,2020,Commitment to reduce GHG emissions through environmental management systems,0
8,Voestalpine,2020,Pressure to reduce GHG emissions through environmental expenditure,0
8,Voestalpine,2020,Opportunity to reduce GHG emissions through research and development for climate-friendly steel production,2
8,Voestalpine,2021,Long-term de-carbonisation of the economic system,0
8,Voestalpine,2021,Extensive research and development of new technologies,2
8,Voestalpine,2021,Sector-wide cooperations and projects,4
8,Voestalpine,2021,Open and constructive dialogue with stakeholders,4
8,Voestalpine,2021,Stakeholders' representatives,4
8,Voestalpine,2022,Net-zero targets,0
8,Voestalpine,2022,Climate and environmental protection,1
8,Voestalpine,2022,Step plan for climate-neutral steel production,2
8,Voestalpine,2022,Optimisation of production processes,2
8,Voestalpine,2022,Sustainable Development Goals,1
8,Voestalpine,2022,Employee participation,6
8,Voestalpine,2022,Health and safety management systems,1
8,Voestalpine,2022,Environmental safety organisations,1
8,Voestalpine,2022,Environmental emissions,0
8,Voestalpine,2022,Compliance and corporate governance,1
8,Voestalpine,2022,Stakeholder management,4
8,Voestalpine,2022,ResponsibleSteel,2
8,Voestalpine,2022,Sustainable products and services,1
8,Voestalpine,2022,Research and development,2
8,Voestalpine,2022,Employee Structure,6
8,Voestalpine,2022,Employee Attractiveness as an Employer,6
8,Voestalpine,2022,Employee Survey,6
8,Voestalpine,2022,Employee Branding,6
8,Voestalpine,2022,Employee Interview,6
8,Voestalpine,2023,Commitment to achieve net-zero targets by 2050,0
8,Voestalpine,2023,Opportunity to reduce costs through energy efficiency measures,3
8,Voestalpine,2023,Incentive to invest in renewable energy sources,2
8,Voestalpine,2023,Pressure from investors to meet decarbonisation goals,0
8,Voestalpine,2023,Commitment to reduce Scope 1 emissions,0
8,Voestalpine,2023,Incentive to develop low-carbon products and services,0
8,Voestalpine,2023,Pressure from governments to meet climate targets,1
8,Voestalpine,2023,Commitment to achieve carbon neutrality in operations,0
8,Voestalpine,2023,Opportunity to access new markets and customers through sustainability offerings,1
8,Voestalpine,2023,Driver to develop and implement circular economy practices,1
8,Voestalpine,2023,Pressure from stakeholders to disclose climate-related risks and opportunities,1
8,Voestalpine,2023,Commitment to reduce emissions from business travel and transportation,0
8,Voestalpine,2023,Opportunity to improve energy efficiency in operations,3
8,Voestalpine,2023,Pressure from industry peers to meet decarbonisation standards,0
8,Voestalpine,2023,Commitment to achieve science-based targets for GHG emissions reduction,0
8,Voestalpine,2023,Opportunity to develop and commercialize low-carbon technologies,0
8,Voestalpine,2023,Incentive to reduce emissions from indirect land use change,0
8,Voestalpine,2023,Driver to improve supply chain resilience through sustainability practices,1
8,Voestalpine,2023,Pressure from consumers to choose sustainable products and services,1
8,Voestalpine,2023,Commitment to reduce emissions from waste management and disposal,0
8,Voestalpine,2023,Opportunity to access new revenue streams through sustainability offerings,1
8,Voestalpine,2023,Incentive to develop and implement sustainable procurement practices,1
8,Voestalpine,2023,Pressure from regulatory bodies to meet climate-related reporting requirements,1
8,Voestalpine,2023,Commitment to achieve carbon neutrality in supply chain operations,0
8,Voestalpine,2023,Opportunity to improve employee engagement and retention through sustainability efforts,6
8,Voestalpine,2023,Incentive to reduce emissions from product packaging and transportation,0
8,Voestalpine,2023,Pressure from investors to meet climate-related performance targets,0
8,Voestalpine,2023,Commitment to reduce emissions from business travel and commuting,0
8,Voestalpine,2023,Opportunity to improve supply chain transparency and accountability through sustainability practices,1
8,Voestalpine,2023,Incentive to invest in energy storage and grid modernization technologies,2
8,Voestalpine,2023,Pressure from governments to meet climate-related policy targets,1
8,Voestalpine,2023,Commitment to achieve net-zero emissions from operations and supply chain,1
8,Voestalpine,2023,Opportunity to develop and commercialize low-carbon products and services,0
8,Voestalpine,2023,Incentive to reduce emissions from indirect emissions from energy consumption,0
8,Voestalpine,2023,Driver to improve supply chain resilience and adaptability through sustainability practices,1
8,Voestalpine,2023,Pressure from industry associations to meet decarbonisation standards,0
8,Voestalpine,2023,Incentive to develop and implement sustainable water management practices,0
8,Voestalpine,2024,Climate and Environmental Protection,1
8,Voestalpine,2024,Sustainability in the Supply Chain,1
8,Voestalpine,2024,Research and Development,2
8,Voestalpine,2024,Sustainable Products and Services,1
8,Voestalpine,2024,Employees: Inside,6
8,Voestalpine,2024,Health & safety,1
8,Voestalpine,2024,New technologies in steel production,2
8,Voestalpine,2024,R&e focus Sustainability,1
8,Voestalpine,2024,Sustainable products,1
8,Voestalpine,2024,ResponsibleSteel,2
8,Voestalpine,2024,Sustainable Development Goals,1
14,Feralpi,2018,Pressure from regulatory bodies to reduce GHG emissions,1
14,Feralpi,2018,Commitment to net-zero targets,0
14,Feralpi,2018,Opportunity to reduce costs through energy efficiency,3
14,Feralpi,2018,Incentive to invest in renewable energy sources,2
14,Feralpi,2018,Pressure from investors to meet decarbonisation goals,0
14,Feralpi,2018,Commitment to reduce Scope 2 GHG emissions,0
14,Feralpi,2018,Incentive to comply with environmental regulations,0
14,Feralpi,2018,Pressure from customers to adopt sustainable practices,1
14,Feralpi,2018,Commitment to reduce atmospheric emissions,0
14,Feralpi,2018,Opportunity to access new markets through sustainable products,1
14,Feralpi,2018,Incentive to reduce waste and by-products,0
14,Feralpi,2018,Pressure from stakeholders to meet decarbonisation targets,0
14,Feralpi,2018,Commitment to environmental responsibility policies,0
14,Feralpi,2018,"Opportunity to reduce nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",0
14,Feralpi,2018,Incentive to reduce water discharged by quality and destination,0
14,Feralpi,2018,Pressure from governments to meet decarbonisation goals,0
14,Feralpi,2018,Commitment to reduce waste by type and disposal method,0
14,Feralpi,2018,Opportunity to reduce significant spills,1
14,Feralpi,2018,Incentive to improve environmental compliance,0
14,Feralpi,2021,Development of renewable energy production facilities,2
14,Feralpi,2021,Reduction of direct emissions through plant investments,0
14,Feralpi,2021,Enhancement of energy efficiency interventions,3
14,Feralpi,2021,Strengthening of economic sustainability by obtaining white certificates,3
14,Feralpi,2021,Investment in renewable energy production facilities,2
14,Feralpi,2021,Use of recovered materials from other production cycles as raw material,1
14,Feralpi,2021,Valorisation of production residues within the production cycle or externally,1
14,Feralpi,2021,Measures to reduce direct greenhouse gas emissions and other air emissions,0
14,Feralpi,2021,Energy efficiency measures,3
14,Feralpi,2021,Measures to support renewable energy,2
14,Feralpi,2021,Advanced energy monitoring,3
14,Feralpi,2021,Accounting of CO2 emissions in line with the methodology and guidelines of ISO 14064,0
14,Feralpi,2022,Commitment to Research & Development,2
14,Feralpi,2022,Decarbonisation Goal,0
14,Feralpi,2022,Climate Strategy and Science-Based Targets,1
14,Feralpi,2022,Feralpi Power On,3
14,Feralpi,2022,Energy efficiency measures and reduction of green-house gas and other emissions,3
14,Feralpi,2022,Circularity and zero-waste: material and energy management and valorisation,1
14,Feralpi,2022,Measures to improve circularity,1
14,Feralpi,2022,Governance and management of environmental aspects,1
14,Feralpi,2023,Purchase of electricity with a contract linked to a specific renewable generation plant,2
14,Feralpi,2023,Purchasing “tactical” Green PPA / GdO,1
14,Feralpi,2023,Guarantees of Origin: Purchase of spendable credits to certify renewable electricity consumption,2
14,Feralpi,2023,Securing the supply chain,1
14,Feralpi,2023,Turning sustainability into an advantage,1
14,Feralpi,2023,Excelling in efficiency and innovation,3
14,Feralpi,2023,Growing beyond the current domains,2
14,Feralpi,2023,Expanding as a “one-stop shop”,1
14,Feralpi,2023,Decarbonising the country’s energy mix,0
14,Feralpi,2023,Electricity supply from market/grid whose emissions are decreasing over time due to the decarbonisation of the country mix,0
14,Feralpi,2023,Set ambitious CO 2 emission reduction targets,0
14,Feralpi,2023,Gaining market share in neighbouring countries for construction steels,2
14,Feralpi,2023,Gaining market share in high-margin applications for special steels,2
14,Feralpi,2023,Responding to customer needs with a flexible and comprehensive product offering,1
14,Feralpi,2023,"Further optimising the cost base with improvements in productivity, energy efficiency, and intra-organisation synergies",3
14,Feralpi,2023,Contribute to change in the steel sector by leveraging decarbonisation and digitalisation,2
14,Feralpi,2023,Ensure business continuity by enhancing the company’s ability to manage crises,1
14,Feralpi,2023,Innovate for the future of production by investing in state-of-the-art production processes,2
14,Feralpi,2023,Foster the ecological transition by internalising the challenges of decarbonisation,0
14,Feralpi,2024,"Commitment to DEI (Diversity, Equity and Inclusion) activities to promote the inclusion of female staff in a traditionally male-dominated sector.",6
14,Feralpi,2024,"Commitment to collaboration with stakeholders, from employees to participants in value chains, for genuine transformation.",4
14,Feralpi,2024,Commitment to clear goals and steadfast pursuit of them.,1
14,Feralpi,2024,Commitment to embodying a social role that values people and respects their individuality.,1
14,Feralpi,2024,Opportunity to accelerate and strengthen DEI activities.,6
14,Feralpi,2024,Commitment to maintaining engagement with stakeholders for genuine transformation.,4
4,Salzgitter,2017,Cost-effectiveness,3
4,Salzgitter,2017,Preservation of jobs,3
4,Salzgitter,2017,Climate protection,1
4,Salzgitter,2017,Observance of human rights,1
4,Salzgitter,2017,Global framework for climate protection,1
4,Salzgitter,2017,EU regulations on steel imports,2
4,Salzgitter,2018,Economic viability,3
4,Salzgitter,2018,Preservation of jobs,3
4,Salzgitter,2018,Global framework for climate protection,1
4,Salzgitter,2018,Global framework for human rights,1
4,Salzgitter,2019,Unilateral burdens from energy and climate policies,1
4,Salzgitter,2019,Investments in the billion range for achieving CO 2 reduction targets,0
4,Salzgitter,2019,Cheaper but more CO 2 -intensive steel imports,2
4,Salzgitter,2019,Deindustrialization with all its ensuing fallout,0
4,Salzgitter,2019,Ensuring economic viability and preservation of jobs,3
4,Salzgitter,2019,Global framework for climate protection,1
4,Salzgitter,2019,Transition away from coal to other sources of energy in steel production,2
4,Salzgitter,2020,Economic viability,3
4,Salzgitter,2020,Preservation of jobs,3
4,Salzgitter,2020,Climate protection,1
4,Salzgitter,2022,Strong interest of customers in low carbon steel,2
4,Salzgitter,2022,Possible surplus demand for green steel,2
4,Salzgitter,2022,Customers willing to pay a premium for green steel products,2
4,Salzgitter,2022,Ongoing monitoring and analysis of relevant developments,2
4,Salzgitter,2022,Partnering agreements with customers for low carbon steel supply,2
4,Salzgitter,2022,Customers' desire to achieve their own sustainability goals,1
4,Salzgitter,2022,Premium purchase price for green steel products compared to lower production costs for high-carbon steel products,2
4,Salzgitter,2023,Potential for generating higher margins in the newly emerging market for green steel.,2
4,Salzgitter,2023,Steady expansion of trade with low-carbon steel.,2
4,Salzgitter,2023,Continuous improvement in the recyclability of machines and products.,1
4,Salzgitter,2023,Meeting short-term Science Based Target through groupwide decarbonization path.,0
4,Salzgitter,2023,"Opportunity to participate in the company's growth through the ""Decarb Award"".",1
4,Salzgitter,2023,"Annual changing priorities from the three areas of ecological, social and entrepreneurial sustainability through the ""Change Award"" series.",1
4,Salzgitter,2023,Collaboration agreements and memoranda of understanding with research partners and suppliers.,4
4,Salzgitter,2023,Exchange of know-how on new technologies and production techniques.,2
4,Salzgitter,2023,Joint information events and regional projects on reducing carbon in the supply chain.,1
4,Salzgitter,2023,Innovative solutions in the area of resource efficiency.,3
4,Salzgitter,2023,Reducing carbon in the supply chain.,1
4,Salzgitter,2023,Potential for reducing carbon emissions through the development of SALCOS.,2
4,Salzgitter,2024,Increasing demands of society,1
4,Salzgitter,2024,Industry-specific market expectations,4
4,Salzgitter,2024,Steady rise in the proportion of renewable electricity in electricity purchased,2
4,Salzgitter,2024,Permanent reduction in Scope 2 CO 2 e emissions,0
4,Salzgitter,2024,Significant cut in Scope 1 emissions from the production of carbon-reduced steel from the SALCOS® route,2
4,Salzgitter,2024,Constant expansion of the use of renewable energies,2
4,Salzgitter,2024,Original and current budgeting for decarbonization,0
4,Salzgitter,2024,"SALCOS®: sustainable, low carbon steel production",2
4,Salzgitter,2024,Company development and corporate strategy,1
4,Salzgitter,2024,Climate scenarios in the resilience analysis,1
4,Salzgitter,2024,Boosting the share of electricity from renewable sources,2
4,Salzgitter,2024,Optimizing production processes and raising energy efficiency,2
4,Salzgitter,2024,Transition plan for decarbonization,0
4,Salzgitter,2024,50% reduction in Scope 1 and 2 CO 2 e emissions from the Group companies,0
4,Salzgitter,2024,100% renewable electricity from external sources,2
4,Salzgitter,2024,Compliance with national laws and official requirements in relation to the release of pollutants,1
4,Salzgitter,2024,Expansion of scrap recycling and use of scrap from secondary raw materials,1
4,Salzgitter,2024,50% reduction in accidents,1
4,Salzgitter,2024,Provision of qualification and growth opportunities to preserve employees’ employability,6
4,Salzgitter,2024,Early identification of the need for skilled workers and managers,6
4,Salzgitter,2024,Protecting the health and safety of all suppliers and partner companies involved with our companies,1
16,Baosteel,2014,Pressure from new Law on Work Safety,1
16,Baosteel,2014,Pressure from new Law of Environmental Protection,1
16,Baosteel,2014,Opportunity for institutional and systemic innovation,2
16,Baosteel,2014,Opportunity for technology innovation,2
16,Baosteel,2018,Pressure from more stringent environmental protection measures,1
16,Baosteel,2018,Pressure from supply-side structural reform,1
16,Baosteel,2018,Opportunity from material demand upgrading,2
16,Baosteel,2021,"Building a low-cost, differentiated and highly efficient manufacturing capacity through comprehensive benchmarking.",2
16,Baosteel,2021,Improving process interface efficiency and the cost of iron and steel.,2
16,Baosteel,2021,"Maintaining continuous, stable and low-cost production of the whole process of iron and steel.",2
16,Baosteel,2021,Investigating the optimized production organization mode of coordination among four bases.,2
16,Baosteel,2021,Constantly optimizing the division of the production line of different varieties.,2
16,Baosteel,2021,"Making major progress in key and core technologies in high-efficiency converter smelting, direct rolling of plate blanks, fully continuous endless rolling of hot rolling, etc.",2
16,Baosteel,2021,Implementing carbon peaking and carbon neutrality.,0
16,Baosteel,2021,Enhancing the capacity to effectively deal with risks.,1
16,Baosteel,2021,Effectively preventing major risks.,1
16,Baosteel,2021,Exploring and mastering core technologies of green and low-carbon metallurgy.,2
16,Baosteel,2021,Conducting life cycle assessment (LCA) to carry out green design of iron and steel products.,2
16,Baosteel,2021,Improving product performance.,1
16,Baosteel,2021,Realizing green use of product.,1
16,Baosteel,2021,Strengthening the cooperation between upstream and downstream partners.,4
16,Baosteel,2021,Building a high-quality steel ecosystem.,2
16,Baosteel,2021,Scaling up on ESG issues in supplier entry and assessment.,1
16,Baosteel,2021,Fully evaluating sustainability performance.,1
16,Baosteel,2021,Granting green products and green manufacturing products priority.,1
16,Baosteel,2021,Establishing a “low-carbon first” guideline.,0
16,Baosteel,2021,Continuously building a green supply chain.,1
16,Baosteel,2021,Cultivating innovation capacity.,2
16,Baosteel,2021,"Actively developing and deploying advanced technologies of manufacturing, energy-conservation and environmental protection.",2
16,Baosteel,2021,Improving efficiency through smart manufacturing.,2
16,Baosteel,2021,Reducing carbon emissions through green and low-carbon chain.,0
16,Baosteel,2021,Developing high-end products that reached the world's advanced level.,1
16,Baosteel,2021,Implementing M&A in the iron and steel industry.,2
16,Baosteel,2022,Incentive to improve regional environmental quality,0
16,Baosteel,2022,Commitment to achieve positive interaction between enterprises and society,1
16,Baosteel,2022,Commitment to adhere to the direction of high-quality development,1
16,Baosteel,2022,Incentive to become a world-class steel enterprise,2
16,Baosteel,2022,Opportunity to write a new chapter in the new era of steel serving the country and becoming a strong steel country,2
16,Baosteel,2022,"Commitment to deepen the management mode of ""one company with multiple bases""",1
16,Baosteel,2024,International geopolitical conflicts and trade tensions,2
16,Baosteel,2024,Imbalance between supply and demand in the steel industry,2
16,Baosteel,2024,Risks in the construction and operation of domestic and overseas investment projects,1
16,Baosteel,2024,Green and low-carbon transformation,0
16,Baosteel,2024,Safety and environmental compliance,1
