company_id,company,year,motivators,topic
8,Voestalpine,2020,Environmental expenditure,0
8,Voestalpine,2020,Environmental investment,0
8,Voestalpine,2020,Greenhouse gas emissions reduction targets,0
8,Voestalpine,2020,Measures under the Corona pandemic to reduce emissions,0
8,Voestalpine,2020,Industrial safety for contractors/foreign companies to reduce emissions,2
8,Voestalpine,2020,Accident frequency rate reduction to improve environmental performance,2
8,Voestalpine,2020,Air emissions reduction targets,0
8,Voestalpine,2020,SO2-Emissions reduction targets,0
8,Voestalpine,2020,NOx-Effects reduction targets,0
8,Voestalpine,2020,Organic air pollutants reduction targets,0
8,Voestalpine,2020,Commitment to reduce GHG emissions through environmental management systems,0
8,Voestalpine,2020,Pressure to reduce GHG emissions through environmental expenditure,0
8,Voestalpine,2020,Opportunity to reduce GHG emissions through research and development for climate-friendly steel production,1
8,Voestalpine,2021,Long-term de-carbonisation of the economic system,5
8,Voestalpine,2021,Extensive research and development of new technologies,0
8,Voestalpine,2022,Step plan for climate-neutral steel production,1
8,Voestalpine,2022,Optimisation of production processes,0
8,Voestalpine,2022,Sustainable Development Goals,4
8,Voestalpine,2022,Health and safety management systems,2
8,Voestalpine,2022,Environmental safety organisations,2
8,Voestalpine,2022,Environmental emissions,0
8,Voestalpine,2022,Compliance and corporate governance,2
8,Voestalpine,2022,ResponsibleSteel,1
8,Voestalpine,2022,Research and development,0
8,Voestalpine,2023,Pressure from investors to meet decarbonisation goals,5
8,Voestalpine,2023,Commitment to reduce Scope 1 emissions,0
8,Voestalpine,2023,Commitment to achieve carbon neutrality in operations,3
8,Voestalpine,2023,Commitment to reduce emissions from business travel and transportation,0
8,Voestalpine,2023,Pressure from industry peers to meet decarbonisation standards,5
8,Voestalpine,2023,Commitment to achieve science-based targets for GHG emissions reduction,0
8,Voestalpine,2023,Incentive to reduce emissions from indirect land use change,0
8,Voestalpine,2023,Driver to improve supply chain resilience through sustainability practices,0
8,Voestalpine,2023,Commitment to reduce emissions from waste management and disposal,0
8,Voestalpine,2023,Incentive to develop and implement sustainable procurement practices,0
8,Voestalpine,2023,Pressure from regulatory bodies to meet climate-related reporting requirements,2
8,Voestalpine,2023,Commitment to achieve carbon neutrality in supply chain operations,3
8,Voestalpine,2023,Incentive to reduce emissions from product packaging and transportation,0
8,Voestalpine,2023,Pressure from investors to meet climate-related performance targets,5
8,Voestalpine,2023,Commitment to reduce emissions from business travel and commuting,0
8,Voestalpine,2023,Opportunity to improve supply chain transparency and accountability through sustainability practices,0
8,Voestalpine,2023,Commitment to achieve net-zero emissions from operations and supply chain,0
8,Voestalpine,2023,Incentive to reduce emissions from indirect emissions from energy consumption,0
8,Voestalpine,2023,Driver to improve supply chain resilience and adaptability through sustainability practices,0
8,Voestalpine,2023,Pressure from industry associations to meet decarbonisation standards,5
8,Voestalpine,2023,Incentive to develop and implement sustainable water management practices,0
8,Voestalpine,2024,Sustainability in the Supply Chain,0
8,Voestalpine,2024,Research and Development,0
8,Voestalpine,2024,Health & safety,2
8,Voestalpine,2024,New technologies in steel production,1
8,Voestalpine,2024,ResponsibleSteel,1
8,Voestalpine,2024,Sustainable Development Goals,4
14,Feralpi,2018,Pressure from regulatory bodies to reduce GHG emissions,2
14,Feralpi,2018,Pressure from investors to meet decarbonisation goals,5
14,Feralpi,2018,Commitment to reduce Scope 2 GHG emissions,0
14,Feralpi,2018,Incentive to comply with environmental regulations,0
14,Feralpi,2018,Commitment to reduce atmospheric emissions,0
14,Feralpi,2018,Incentive to reduce waste and by-products,0
14,Feralpi,2018,Pressure from stakeholders to meet decarbonisation targets,5
14,Feralpi,2018,Commitment to environmental responsibility policies,0
14,Feralpi,2018,"Opportunity to reduce nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",0
14,Feralpi,2018,Incentive to reduce water discharged by quality and destination,0
14,Feralpi,2018,Pressure from governments to meet decarbonisation goals,5
14,Feralpi,2018,Commitment to reduce waste by type and disposal method,0
14,Feralpi,2018,Opportunity to reduce significant spills,2
14,Feralpi,2018,Incentive to improve environmental compliance,0
14,Feralpi,2021,Reduction of direct emissions through plant investments,0
14,Feralpi,2021,Measures to reduce direct greenhouse gas emissions and other air emissions,0
14,Feralpi,2021,Accounting of CO2 emissions in line with the methodology and guidelines of ISO 14064,0
14,Feralpi,2022,Commitment to Research & Development,0
14,Feralpi,2022,Decarbonisation Goal,5
14,Feralpi,2022,Governance and management of environmental aspects,2
14,Feralpi,2023,Securing the supply chain,0
14,Feralpi,2023,Growing beyond the current domains,0
14,Feralpi,2023,Decarbonising the country’s energy mix,5
14,Feralpi,2023,Electricity supply from market/grid whose emissions are decreasing over time due to the decarbonisation of the country mix,5
14,Feralpi,2023,Set ambitious CO 2 emission reduction targets,0
14,Feralpi,2023,Gaining market share in neighbouring countries for construction steels,1
14,Feralpi,2023,Gaining market share in high-margin applications for special steels,1
14,Feralpi,2023,Contribute to change in the steel sector by leveraging decarbonisation and digitalisation,1
14,Feralpi,2023,Ensure business continuity by enhancing the company’s ability to manage crises,2
14,Feralpi,2023,Innovate for the future of production by investing in state-of-the-art production processes,0
14,Feralpi,2023,Foster the ecological transition by internalising the challenges of decarbonisation,5
14,Feralpi,2024,Commitment to clear goals and steadfast pursuit of them.,4
14,Feralpi,2024,Commitment to embodying a social role that values people and respects their individuality.,4
4,Salzgitter,2017,Observance of human rights,2
4,Salzgitter,2017,EU regulations on steel imports,1
4,Salzgitter,2019,Investments in the billion range for achieving CO 2 reduction targets,0
4,Salzgitter,2019,Cheaper but more CO 2 -intensive steel imports,1
4,Salzgitter,2019,Deindustrialization with all its ensuing fallout,5
4,Salzgitter,2019,Transition away from coal to other sources of energy in steel production,1
4,Salzgitter,2022,Strong interest of customers in low carbon steel,1
4,Salzgitter,2022,Possible surplus demand for green steel,1
4,Salzgitter,2022,Customers willing to pay a premium for green steel products,1
4,Salzgitter,2022,Ongoing monitoring and analysis of relevant developments,0
4,Salzgitter,2022,Partnering agreements with customers for low carbon steel supply,1
4,Salzgitter,2022,Premium purchase price for green steel products compared to lower production costs for high-carbon steel products,1
4,Salzgitter,2023,Potential for generating higher margins in the newly emerging market for green steel.,1
4,Salzgitter,2023,Steady expansion of trade with low-carbon steel.,1
4,Salzgitter,2023,Meeting short-term Science Based Target through groupwide decarbonization path.,5
4,Salzgitter,2023,"Opportunity to participate in the company's growth through the ""Decarb Award"".",4
4,Salzgitter,2023,"Annual changing priorities from the three areas of ecological, social and entrepreneurial sustainability through the ""Change Award"" series.",4
4,Salzgitter,2023,Exchange of know-how on new technologies and production techniques.,0
4,Salzgitter,2023,Joint information events and regional projects on reducing carbon in the supply chain.,0
4,Salzgitter,2023,Reducing carbon in the supply chain.,0
4,Salzgitter,2023,Potential for reducing carbon emissions through the development of SALCOS.,1
4,Salzgitter,2024,Permanent reduction in Scope 2 CO 2 e emissions,0
4,Salzgitter,2024,Significant cut in Scope 1 emissions from the production of carbon-reduced steel from the SALCOS® route,1
4,Salzgitter,2024,Original and current budgeting for decarbonization,5
4,Salzgitter,2024,"SALCOS®: sustainable, low carbon steel production",1
4,Salzgitter,2024,Company development and corporate strategy,4
4,Salzgitter,2024,Optimizing production processes and raising energy efficiency,0
4,Salzgitter,2024,Transition plan for decarbonization,5
4,Salzgitter,2024,50% reduction in Scope 1 and 2 CO 2 e emissions from the Group companies,0
4,Salzgitter,2024,Compliance with national laws and official requirements in relation to the release of pollutants,2
4,Salzgitter,2024,50% reduction in accidents,2
4,Salzgitter,2024,Protecting the health and safety of all suppliers and partner companies involved with our companies,2
16,Baosteel,2014,Pressure from new Law on Work Safety,2
16,Baosteel,2014,Pressure from new Law of Environmental Protection,2
16,Baosteel,2014,Opportunity for institutional and systemic innovation,0
16,Baosteel,2014,Opportunity for technology innovation,0
16,Baosteel,2018,Pressure from more stringent environmental protection measures,2
16,Baosteel,2018,Pressure from supply-side structural reform,2
16,Baosteel,2018,Opportunity from material demand upgrading,1
16,Baosteel,2021,"Building a low-cost, differentiated and highly efficient manufacturing capacity through comprehensive benchmarking.",0
16,Baosteel,2021,Improving process interface efficiency and the cost of iron and steel.,1
16,Baosteel,2021,"Maintaining continuous, stable and low-cost production of the whole process of iron and steel.",1
16,Baosteel,2021,Investigating the optimized production organization mode of coordination among four bases.,0
16,Baosteel,2021,Constantly optimizing the division of the production line of different varieties.,0
16,Baosteel,2021,"Making major progress in key and core technologies in high-efficiency converter smelting, direct rolling of plate blanks, fully continuous endless rolling of hot rolling, etc.",1
16,Baosteel,2021,Implementing carbon peaking and carbon neutrality.,3
16,Baosteel,2021,Enhancing the capacity to effectively deal with risks.,2
16,Baosteel,2021,Effectively preventing major risks.,2
16,Baosteel,2021,Exploring and mastering core technologies of green and low-carbon metallurgy.,1
16,Baosteel,2021,Conducting life cycle assessment (LCA) to carry out green design of iron and steel products.,1
16,Baosteel,2021,Building a high-quality steel ecosystem.,1
16,Baosteel,2021,Scaling up on ESG issues in supplier entry and assessment.,0
16,Baosteel,2021,Continuously building a green supply chain.,0
16,Baosteel,2021,Cultivating innovation capacity.,0
16,Baosteel,2021,"Actively developing and deploying advanced technologies of manufacturing, energy-conservation and environmental protection.",0
16,Baosteel,2021,Improving efficiency through smart manufacturing.,0
16,Baosteel,2021,Implementing M&A in the iron and steel industry.,1
16,Baosteel,2022,Incentive to improve regional environmental quality,0
16,Baosteel,2022,Commitment to achieve positive interaction between enterprises and society,4
16,Baosteel,2022,Commitment to adhere to the direction of high-quality development,4
16,Baosteel,2022,Incentive to become a world-class steel enterprise,1
16,Baosteel,2022,Opportunity to write a new chapter in the new era of steel serving the country and becoming a strong steel country,1
16,Baosteel,2022,"Commitment to deepen the management mode of ""one company with multiple bases""",4
16,Baosteel,2024,International geopolitical conflicts and trade tensions,1
16,Baosteel,2024,Imbalance between supply and demand in the steel industry,1
16,Baosteel,2024,Risks in the construction and operation of domestic and overseas investment projects,2
16,Baosteel,2024,Safety and environmental compliance,2
16,Baosteel,2024,Capacity governance,2
16,Baosteel,2024,Driving steel consumption,1
16,Baosteel,2024,Regulating capacity replacement,2
16,Baosteel,2024,Stimulating steel consumption,1
6,TataSteelNederland,2022,"Pressure from stakeholders such as shareholders, customers, local residents, and governments to report on non-financial performance.",2
6,TataSteelNederland,2022,Commitment to create value in the long term.,4
6,TataSteelNederland,2022,Pressure from increasing sustainability requirements in steel applications.,1
6,TataSteelNederland,2022,Commitment to making production greener and achieving green steel in a clean environment.,1
6,TataSteelNederland,2022,Pressure to reduce CO2 emissions from steel production.,1
6,TataSteelNederland,2023,Award of substantial Dutch and European subsidy in support of decarbonisation research,5
6,TataSteelNederland,2023,Importance placed on decarbonisation work by society,5
6,TataSteelNederland,2023,Clear direction from politicians on decarbonisation,5
6,TataSteelNederland,2023,Increased focus from society on decarbonisation,5
6,TataSteelNederland,2023,Ambition to be carbon neutral by 2045,3
6,TataSteelNederland,2024,Corporate Sustainability Reporting Directive (CSRD),2
6,TataSteelNederland,2024,European Sustainability Reporting Standards (ESRS),2
2,Acerinox,2022,Pressure from emissions-limiting regulations,2
2,Acerinox,2022,Commitment to reduce Scope 1 emissions,0
2,Acerinox,2022,Pressure to reduce air emissions of pollutants,0
2,Acerinox,2022,Commitment to manage Scope 1 emissions,0
2,Acerinox,2022,Opportunity to reduce GHG emissions intensity,0
2,Acerinox,2022,Incentive to reduce waste generated,0
2,Acerinox,2022,Pressure to divert waste from disposal,0
2,Acerinox,2022,Commitment to manage significant waste-related impacts,0
2,Acerinox,2022,Opportunity to reduce nitrogen oxides (NOx) and sulphur oxides (SOx) emissions,0
2,Acerinox,2022,Incentive to reduce ozone-depleting substances (ODS) emissions,0
2,Acerinox,2022,Pressure to reduce GHG emissions,0
2,Acerinox,2022,Commitment to reduce GHG emissions intensity,0
2,Acerinox,2022,Opportunity to improve waste management practices,0
2,Acerinox,2022,Incentive to reduce waste directed to disposal,0
2,Acerinox,2022,Pressure to reduce GHG emissions in the supply chain,0
2,Acerinox,2022,Commitment to screen new suppliers using environmental criteria,0
2,Acerinox,2022,Opportunity to reduce negative environmental impacts in the supply chain,0
2,Acerinox,2022,Incentive to achieve long-term and short-term strategy or plan to manage Scope 1 emissions,0
2,Acerinox,2023,Decrease in demand,1
2,Acerinox,2023,Setting of 2030 sustainability targets,4
2,Acerinox,2023,Sustainability Master Plan - Positive Impact 360º,4
2,Acerinox,2024,Positive impacts on GHG Reduction are due to the implementation of measures to mitigate climate change,0
2,Acerinox,2024,Integration of sustainability-related performance in incentive schemes,0
2,Acerinox,2024,"Gross Scopes 1, 2, 3 and Total GHG emissions",0
2,Acerinox,2024,GHG removals and GHG mitigation projects financed through carbon credits,0
2,Acerinox,2024,"Indirect impact on supply chains, implying potential additional operating costs in inputs and energy prices",0
2,Acerinox,2024,Decrease in demand,1
2,Acerinox,2024,Setting of 2030 sustainability targets,4
2,Acerinox,2024,Sustainability Master Plan - Positive Impact 360º,4
2,Acerinox,2024,Decarbonization plan and setting of carbon intensity targets,5
2,Acerinox,2024,Increased steel demand due to the development of new technologies and products for the energy transition,1
2,Acerinox,2024,Sustainability Master Plan. Positive Impact 360º,4
3,Outokumpu,2013,Safe use of stainless (SR p. 9),1
3,Outokumpu,2013,Sustainable supply chain (SR p. 32),0
3,Outokumpu,2013,"Operational risks (AR, p. 124)",2
3,Outokumpu,2013,Risks and uncertainties (AR p. 121–124),2
3,Outokumpu,2014,Sustainable supply chain (SR p. 36),0
3,Outokumpu,2014,"CEO's foreword (SR p. 1), Compliance (SR p. 45)",2
3,Outokumpu,2023,Decarbonizing across the value chain,5
3,Outokumpu,2023,Fostering a sustainable supply chain,0
3,Outokumpu,2023,Always working safely,2
3,Outokumpu,2024,Competitive advantage in low-carbon stainless steel,1
7,Celsa,2020,Commitment to being a benchmark for the sector,4
7,Celsa,2020,Opportunity to be Net Positive Carbon by 2040,3
7,Celsa,2020,Commitment to successfully complete ambitious decarbonisation milestones,5
7,Celsa,2020,Pressure to reduce CO2 emissions by 55% in 2025,0
7,Celsa,2020,Commitment to being a company more committed to society and the planet,4
7,Celsa,2020,Commitment to building a company for future generations,4
7,Celsa,2023,Compliance with current regulations and national/international frameworks,2
7,Celsa,2023,Firm commitment to ethics and transparency of operations,2
7,Celsa,2023,Integrity,4
7,Celsa,2023,Transparent disclosure of information,2
7,Celsa,2023,Development of applicable laws and regulations,2
7,Celsa,2023,Responsibility to comply with existing regulations and global frameworks,2
7,Celsa,2023,Governance aspects,2
7,Celsa,2023,Social aspects,2
7,Celsa,2023,Environmental aspects,2
7,Celsa,2023,Societal aspects,2
1,ArcelorMittal,2013,Commitment to having all steel operations certified to internationally recognised environmental management systems,1
1,ArcelorMittal,2013,Pressure to consider environmental impacts over the entire lifetime of the steel produced,1
1,ArcelorMittal,2013,Opportunity to maximise environmental benefits through focused investment,0
1,ArcelorMittal,2014,"A world that is still recovering from the after-effects of a major economic crisis, where demand for steel reduced significantly in the developed nations and has still in some countries not reached pre-crisis levels;",1
1,ArcelorMittal,2014,"A world where China has emerged as the largest producer and consumer and, increasingly, a major exporter;",1
1,ArcelorMittal,2014,A more competitive world with an increasing focus on sustainability where our customers’ demands for more sophisticated grades of steel are increasing;,1
1,ArcelorMittal,2014,Regulations relating to carbon emissions;,2
1,ArcelorMittal,2014,Managing and monitoring the non-financial aspects of our business at the local level;,2
1,ArcelorMittal,2014,Responding effectively and transparently to global sustainability trends;,4
1,ArcelorMittal,2016,Bringing in more economic drivers to reduce GHG emissions,0
1,ArcelorMittal,2016,Building capacity for conservation efforts to reduce GHG emissions,0
1,ArcelorMittal,2016,Working with partners to achieve decarbonisation goals,5
1,ArcelorMittal,2016,Return value to stakeholders through decarbonisation efforts,5
1,ArcelorMittal,2016,Long-term partnerships to address climate change,5
1,ArcelorMittal,2016,Leverage partnerships to return value to stakeholders in a low-carbon future,5
1,ArcelorMittal,2018,The Paris Agreement,5
1,ArcelorMittal,2018,Public investment and production subsidies,5
1,ArcelorMittal,2018,Funding to support technological development,0
1,ArcelorMittal,2018,Reputational risks,2
1,ArcelorMittal,2018,Regulatory risks,2
1,ArcelorMittal,2018,The need to reduce carbon footprint in line with the Paris Agreement,5
1,ArcelorMittal,2018,The need to reform the way primary steel is made to reduce emissions,1
1,ArcelorMittal,2018,The challenge of reducing the carbon footprint of steelmaking,1
1,ArcelorMittal,2018,The need to achieve drastic reductions of carbon emissions,0
1,ArcelorMittal,2018,The need to transition to low-carbon steelmaking,1
1,ArcelorMittal,2019,Technology makes encouraging progress and is potentially ready for significant deployment within 10-20 years,0
1,ArcelorMittal,2019,Access to sufficient and affordable clean energy in supportive countries/regions,5
1,ArcelorMittal,2019,"Even in jurisdictions actively providing financial support to develop and roll out low-emissions technologies, the steel industry will need further support",1
1,ArcelorMittal,2019,"Without effective mechanisms to offset the structurally higher operating costs of deploying these technologies, and affordable access to the clean energy they need, the steel industry will be unable to make the necessary shift needed to meet the goals of the Paris Agreement",1
1,ArcelorMittal,2019,The Company is exposed to the risk of frameworks and regulations being adopted that are ill-adapted to its operations,2
1,ArcelorMittal,2019,"If the metrics adopted in the taxonomy are not appropriate for the Company or if investors begin to view investments in steel and mining as undesirable, it may become more difficult and/or more expensive for the Company to obtain financing",1
1,ArcelorMittal,2019,The world needs to find a new way of doing things that enables further economic and social development while minimising environmental damage,4
1,ArcelorMittal,2019,Success in reducing the carbon footprint of steel requires finding new ways to make steel in a less emissions-intensive process,1
1,ArcelorMittal,2019,"The industrialisation of the world has been powered by fossil fuels, and the steel industry has involved using coal-based products, such as coke, to reduce iron ore in the blast furnace",1
1,ArcelorMittal,2019,The large volumes of steel produced globally mean that the industry emits over three gigatons of CO 2 annually,1
1,ArcelorMittal,2019,"We are committed to the objectives of the Paris Agreement and I want to reassure our stakeholders that we will do our best to contribute effectively to a low-carbon world and, in doing so, help them manage their own risks and ambitions",5
1,ArcelorMittal,2019,We need to develop breakthrough low-emissions steelmaking technologies,1
1,ArcelorMittal,2019,"Steel is integral to the fabric of modern society, and a key enabler of many of the new technologies and clean infrastructure solutions that will deliver the circular economy of the future",1
1,ArcelorMittal,2019,"Already, when used in a range of today’s sustainable applications, such as offshore wind turbines, lightweight electric vehicles and low-energy buildings, steel achieves emissions reductions that are estimated to outweigh emissions associated with its production by a ratio of six to one",1
1,ArcelorMittal,2020,Right market conditions to create a level playing field between steelmakers,1
1,ArcelorMittal,2020,Supportive policy for a low-emission steel industry,1
1,ArcelorMittal,2020,Opportunities for steel to be the material of choice for a low-carbon world,1
