company_id,company,year,barriers,topic
5,SSAB,2020,High costs of implementing new labor efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce maintenance costs,0
5,SSAB,2020,High costs of implementing new maintenance efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce downtime costs,0
5,SSAB,2020,High costs of implementing new downtime reduction measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce production costs,0
5,SSAB,2020,High costs of implementing new production efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce transportation costs,0
5,SSAB,2020,High costs of implementing new transportation efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce storage costs,0
5,SSAB,2020,High costs of implementing new storage efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce handling costs,0
5,SSAB,2020,High costs of implementing new handling efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce packaging costs,0
5,SSAB,2020,High costs of implementing new packaging efficiency measures for low-carbon steel production,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce waste generation costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce energy consumption costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce water consumption costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce greenhouse gas emissions costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce air pollution costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce noise pollution costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce soil pollution costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce water pollution costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that can reduce land pollution costs,0
5,SSAB,2020,Limited availability of low-carbon steel production technologies that,0
5,SSAB,2021,Involvement in many research projects on technological developments,0
5,SSAB,2021,"Climate change, reducing CO 2 emissions and other environmental impacts",-1
5,SSAB,2021,"Reducing emissions, noise and other inconveniences",1
5,SSAB,2021,"Engagement and meetings with representatives (politicians, regulators, general public, media) and people living close to the production sites",11
5,SSAB,2021,Open communication and interaction,11
5,SSAB,2021,Open communication and active engagement,11
5,SSAB,2021,Collaboration with industry associations,-1
5,SSAB,2021,Strengthening governance around corporate climate lobbying,0
5,SSAB,2021,Developing assessment of member associations,-1
5,SSAB,2021,Developing procedure on action where industry associations and/or other member organizations are not aligned with the Paris Agreement's goals or own objectives,-1
5,SSAB,2024,ESRS E1-5 37,-1
5,SSAB,2024,ESRS E1-5 38,-1
5,SSAB,2024,ESRS E1-5 40-43,-1
5,SSAB,2024,ESRS E1-6 44,-1
5,SSAB,2024,ESRS E1-6 53-55,-1
5,SSAB,2024,ESRS E1-9 66,-1
5,SSAB,2024,ESRS E1-9 66a,-1
5,SSAB,2024,ESRS E1-9 66c,-1
5,SSAB,2024,ESRS E1-9 67c,-1
5,SSAB,2024,ESRS E1-9 69,-1
5,SSAB,2024,ESRS E2-4 28,-1
5,SSAB,2024,ESRS E3-1 9,-1
5,SSAB,2024,ESRS E3-1 13,-1
5,SSAB,2024,ESRS E3-1 14,-1
5,SSAB,2024,ESRS E3-4 28c,-1
5,SSAB,2024,ESRS E3-4 29,-1
5,SSAB,2024,ESRS 2 GOV-1 21d,-1
5,SSAB,2024,ESRS 2 GOV-1 21e,-1
5,SSAB,2024,ESRS 2 SBM-1 40 d ii and iii,-1
5,SSAB,2024,ESRS 2 SBM-1 40 d iv,-1
5,SSAB,2024,ESRS E1-1 14,-1
5,SSAB,2024,ESRS E1-1 16 g,-1
5,SSAB,2024,ESRS E1 SBM-3,-1
5,SSAB,2024,ESRS E1-4 34,-1
5,SSAB,2024,ESRS S3-1 16,-1
5,SSAB,2024,ESRS S3-1 17,-1
5,SSAB,2024,ESRS S4-1 16,-1
5,SSAB,2024,ESRS S4-1 17,-1
1,ArcelorMittal,2014,"Geo-political realities driving energy policy and supplies, including regulations relating to carbon emissions.",4
1,ArcelorMittal,2014,Pipeline of talented scientists and engineers for tomorrow.,10
1,ArcelorMittal,2014,Transparency in governance.,0
1,ArcelorMittal,2014,"Human rights policy and commitments to workforce, local communities, and business partners.",0
1,ArcelorMittal,2014,Energy usage and costs.,6
1,ArcelorMittal,2014,Supply chains that our customers trust.,0
1,ArcelorMittal,2014,Stakeholder expectations and long-term global sustainability trends.,-1
1,ArcelorMittal,2014,"Infrastructure, such as deep-water port facilities, railway sidings, and engineering workshops.",0
1,ArcelorMittal,2014,Cyclicality of the steel industry and raw materials prices.,0
1,ArcelorMittal,2014,Market needs and customer requirements.,1
1,ArcelorMittal,2014,Higher value-added products in our product mix.,1
1,ArcelorMittal,2014,Downstream integration and operational efficiencies.,-1
1,ArcelorMittal,2015,Breakthrough technologies may take more than a decade to develop and implement.,0
1,ArcelorMittal,2015,The economics of breakthrough technologies need to be right for their adoption to become a reality.,0
1,ArcelorMittal,2015,Policy frameworks need to be in place to ensure the commercial viability of breakthrough technologies.,0
1,ArcelorMittal,2015,Emerging policies in Europe will not facilitate industry's contribution to climate change and economic growth.,0
1,ArcelorMittal,2015,A regional carbon pricing system will not reduce global carbon emissions due to 'carbon leakage'.,14
1,ArcelorMittal,2015,A globally consistent carbon pricing system is needed to drive a reduction in CO2 from steel production.,0
1,ArcelorMittal,2019,No mechanism to address high risk of steel production being structurally uncompetitive in affected countries/regions,0
1,ArcelorMittal,2019,Marginal steel CO 2 reductions globally as production shifts to less carbon-regulated jurisdictions,0
1,ArcelorMittal,2019,Limited progress towards goals of Paris Agreement,-1
1,ArcelorMittal,2019,"Countries and regions that introduce a cost of CO 2 emissions, but with neither supportive energy policies nor effective mechanisms to maintain the competitiveness of low-emissions versus higher-emissions steel, will fail to decarbonise their steel",0
1,ArcelorMittal,2019,"Without effective mechanisms to offset the structurally higher operating costs of deploying low-emissions technologies, and affordable access to the clean energy they need, the steel industry will be unable to make the necessary shift needed to meet the goals of the Paris Agreement",0
1,ArcelorMittal,2019,"Scrap, unfortunately, is not a sufficient answer as there is not enough scrap available in the world to simply make all steel through the electric arc furnace process",0
1,ArcelorMittal,2020,High carbon footprint associated with steelmaking,0
1,ArcelorMittal,2020,Comparative disadvantage of steel in terms of carbon footprint compared to other materials,0
1,ArcelorMittal,2020,Challenge of the transition to a low-carbon economy,-1
1,ArcelorMittal,2020,"Difficulty in reducing GHG emissions in ""hard to abate sectors""",16
1,ArcelorMittal,2021,Economic developments,1
1,ArcelorMittal,2021,Uncertainties over the pace of transition to low-emission technologies,0
1,ArcelorMittal,2021,Political and environmental actions that will be taken to meet the carbon reduction goals,-1
1,ArcelorMittal,2021,Regulatory changes,1
1,ArcelorMittal,2021,Emissions activity arising from climate-related matters,-1
1,ArcelorMittal,2021,Ineffectiveness of the CBAM proposal against carbon leakage,14
1,ArcelorMittal,2021,Insufficiency of provisions to address circumvention risks,0
1,ArcelorMittal,2021,Uncertainty in the timing or adoption of the CBAM proposal,14
1,ArcelorMittal,2021,Uncertainty in the implementation of the CBAM proposal,14
1,ArcelorMittal,2021,High cost of carbon,8
1,ArcelorMittal,2021,High cost of decarbonization technologies,0
1,ArcelorMittal,2021,High cost of emissions allowances,13
1,ArcelorMittal,2021,Shortage in free allocation of CO2 emissions allowances,13
1,ArcelorMittal,2021,"Fluctuations in energy, natural gas, and industrial gas costs",6
1,ArcelorMittal,2021,Disruption in the transmission of energy,4
1,ArcelorMittal,2021,Inadequate energy transmission infrastructure,4
1,ArcelorMittal,2021,Termination of energy supply contracts,4
1,ArcelorMittal,2021,Lack of governmental and societal support for decarbonization,15
1,ArcelorMittal,2021,Changes in government and policy,1
1,ArcelorMittal,2021,Uncertainty in the cost of decarbonization,0
1,ArcelorMittal,2021,Uncertainty in the timing of the implementation of changes,0
1,ArcelorMittal,2021,Uncertainty in the effectiveness of decarbonization technologies,0
1,ArcelorMittal,2021,Uncertainty in the maturity and efficiency of decarbonization technologies,0
1,ArcelorMittal,2021,Uncertainty in the level of public funding for decarbonization,0
1,ArcelorMittal,2021,Uncertainty in the level of support from host countries,0
1,ArcelorMittal,2021,Uncertainty in the level of compensation for higher costs,0
1,ArcelorMittal,2021,Uncertainty in maintaining a fair and competitive landscape,0
1,ArcelorMittal,2022,"The risk of future developments affecting assumptions on costs, government and societal support for carbon emissions reduction, and technology advancement.",0
1,ArcelorMittal,2022,"A lack of governmental and societal support could make ArcelorMittal's targets more costly, more difficult or even impossible to achieve.",-1
1,ArcelorMittal,2022,"The predictability of the regulatory environment and business environment needs to evolve, especially for hard-to-abate sectors.",0
1,ArcelorMittal,2022,The Company's expectation that public funding covers 50% of the total cost of decarbonization may not be achieved.,0
1,ArcelorMittal,2022,The financial impact of incurring significant additional costs to acquire emissions allowances due to a shortage in free allocation.,13
1,ArcelorMittal,2022,The risk of frameworks and regulations being adopted that are ill-adapted to ArcelorMittal's operations.,-1
1,ArcelorMittal,2022,The risk of the European Union's ETS and CBAM not being effective in avoiding competitive distortions.,14
1,ArcelorMittal,2022,The risk of the market outsourcing steel production to regions with less stringent carbon policies.,0
1,ArcelorMittal,2022,The risk of the Inflation Reduction Act in the United States not being effective in accelerating investment in low-carbon steel-making.,0
1,ArcelorMittal,2022,The risk of the EU net Zero Industry Act not being effective in aligning with a net-zero economy.,0
1,ArcelorMittal,2022,The risk of the regulatory environment not evolving to support the transition to net-zero.,0
1,ArcelorMittal,2023,"Decrease of steel demand compared to business as usual, due to increased material efficiency and product lifetimes, and increased circularity.",0
1,ArcelorMittal,2023,"Restrictions on clean energy scalability, which can have significant impacts on our decarbonisation costs in some regions.",0
1,ArcelorMittal,2023,Climate and industrial policies between regions not being aligned may lead to carbon leakage.,-1
1,ArcelorMittal,2023,If the Company is unable to make the necessary investments to decarbonize and reach its 2030 decarbonization targets due to the design of governmental policy in Europe or other jurisdictions where it operates.,0
1,ArcelorMittal,2023,"Failure to achieve the level of innovation that is necessary to keep us at the forefront of our industry, due to ongoing rapid changes in technologies and legislations.",0
1,ArcelorMittal,2023,Competition from other materials and alternative steel-based technologies could reduce market prices and demand for steel products and thereby reduce ArcelorMittal’s cash flows and profitability.,0
1,ArcelorMittal,2023,"Strikes affecting operations at various plants, particularly in Mexico, South Africa, France, Spain and Canada, relating to various causes, often in connection with labor contract renewal negotiations or claims for salary increases because of rising inflation.",0
1,ArcelorMittal,2023,"Decommissioning costs: Over the next ten years, the retirement of certain above-mentioned assets in the context of the transition to low-carbon steelmaking infrastructures may lead to certain decommissioning costs.",0
1,ArcelorMittal,2023,"A lack of governmental and societal support could make the Company’s targets more costly, more difficult or even impossible to achieve.",-1
1,ArcelorMittal,2023,"A fair competitive landscape that accounts for the global nature of the steel market, ensuring domestic production and imports are subject to equivalent GHG reduction regulations and incentives, such as a fairly and internationally applied Emissions Trading Scheme (ETS) is not guaranteed.",0
1,ArcelorMittal,2023,Financial support to innovate and make long-term investments and neutralize the higher operating costs of low and zero carbon-emissions steelmaking is not guaranteed.,0
1,ArcelorMittal,2023,Access to sufficient clean energies at affordable price levels is not guaranteed.,4
1,ArcelorMittal,2023,Incentives to encourage the consumption of low- and zero-carbon emissions steel over higher carbon emissions steel are not guaranteed.,0
1,ArcelorMittal,2023,"High gas prices have previously limited the adoption of DRI-EAF operations, and this could be a barrier to transitioning to natural-gas based DRI-EAF and eventually green hydrogen technology solutions.",1
1,ArcelorMittal,2023,"The effectiveness of the CBAM proposal against carbon leakage is untested, the provisions to address circumvention risks, including resource shuffling and cost absorption, seem insufficient, and no solution for exports has been yet considered.",14
1,ArcelorMittal,2024,Uncertainties over the pace of transition to low-emission technologies.,0
1,ArcelorMittal,2024,Political and environmental actions that will be taken to meet the carbon reduction goals.,-1
1,ArcelorMittal,2024,Regulatory changes and emissions activity arising from climate-related matters.,-1
1,ArcelorMittal,2024,Lack of governmental and societal support for decarbonization.,15
1,ArcelorMittal,2024,Design of governmental policy in Europe or other jurisdictions that may hinder decarbonization efforts.,0
1,ArcelorMittal,2024,Insufficient amount of CO2 emission allowances to satisfy technically achievable operating conditions.,13
1,ArcelorMittal,2024,Significant increases in prices for emissions allowances.,13
1,ArcelorMittal,2024,Ineffectiveness of the Carbon Border Adjustment Mechanism (CBAM) in addressing circumvention risks.,14
1,ArcelorMittal,2024,"Insufficient provisions to address circumvention risks, including resource shuffling and cost absorption.",-1
1,ArcelorMittal,2024,No solution for exports under the CBAM.,14
1,ArcelorMittal,2024,Uncertainty over the effectiveness of environmental regulations in various jurisdictions.,0
1,ArcelorMittal,2024,"Negative effect of environmental regulations on ArcelorMittal's production levels, income, and cash flows.",-1
1,ArcelorMittal,2024,Higher costs and lower sales due to environmental regulations affecting suppliers and customers.,-1
1,ArcelorMittal,2024,"Fluctuations in electricity, natural gas, and industrial gas prices.",6
1,ArcelorMittal,2024,Supply disruptions and curtailments of energy supplies.,4
1,ArcelorMittal,2024,Geopolitical conflicts and destructions of gas pipelines affecting energy supplies.,4
1,ArcelorMittal,2024,Collapse in demand due to supply issues or otherwise.,1
1,ArcelorMittal,2024,Uncertainty over the costs of green hydrogen and its evolution over time.,1
1,ArcelorMittal,2024,Uncertainty over the construction of DRI and EAF facilities.,-1
1,ArcelorMittal,2024,Uncertainty over the development of CCUS infrastructure.,8
1,ArcelorMittal,2024,Uncertainty over the timing of the introduction of GHG reduction requirements and supportive policies in applicable jurisdictions.,0
1,ArcelorMittal,2024,"Need for further support from host countries, particularly the European Union and its Member States, to maintain a fair and competitive landscape.",0
1,ArcelorMittal,2024,"Concerns over ""carbon leakage"" and the need for compensation for higher costs.",14
1,ArcelorMittal,2025,Strategic tension between capital return policy and long-term allocation of capital for decarbonisation.,0
1,ArcelorMittal,2025,Inability to report Scope 3 emissions associated with raw material extraction and joint ventures.,16
1,ArcelorMittal,2025,Delay in releasing the Climate Action Report 3.,13
1,ArcelorMittal,2025,Uncertainty regarding competitors' ability to achieve 1.5°C pathway targets.,13
1,ArcelorMittal,2025,High prices of green hydrogen.,1
1,ArcelorMittal,2025,Difficulty in achieving originally stated goal of the Sestao plant.,5
1,ArcelorMittal,2025,Limited enabling conditions for producing low-carbon emissions steel.,0
16,Baosteel,2018,Strict coal consumption constraint,13
16,Baosteel,2021,risk of implementing carbon peaking and carbon neutrality,0
16,Baosteel,2021,technology risks,1
16,Baosteel,2021,carbon trading cost risks,14
16,Baosteel,2021,adjustment of energy utilization structure risks,6
16,Baosteel,2021,product substitution risks,1
16,Baosteel,2021,risk of effectively dealing with risks,1
16,Baosteel,2021,risk of preventing major risks,1
16,Baosteel,2021,risks in implementing low-carbon process throughout the whole process,0
16,Baosteel,2021,"risks in key and core technologies in high-efficiency converter smelting, direct rolling of plate blanks, fully continuous endless rolling of hot rolling, etc.",0
16,Baosteel,2022,High cost of hydrogen production and storage,1
16,Baosteel,2022,Technical challenges in scaling up hydrogen-assisted shaft furnace system,1
16,Baosteel,2022,Limited availability and high cost of hydrogen resources,1
16,Baosteel,2022,Complexity of integrating hydrogen technology into existing production processes,1
16,Baosteel,2022,Risk of hydrogen supply chain disruptions,1
16,Baosteel,2022,Difficulty in achieving economies of scale for hydrogen production,1
16,Baosteel,2022,High upfront investment costs for hydrogen-assisted shaft furnace system,1
16,Baosteel,2022,Limited experience and expertise in hydrogen metallurgy technology,1
16,Baosteel,2022,Complexity of recycling and utilizing hydrogen byproducts,2
16,Baosteel,2022,Potential for hydrogen to be used as a transitional fuel rather than a long-term solution,1
16,Baosteel,2022,Dependence on government policies and incentives for hydrogen adoption,1
16,Baosteel,2022,Limited public awareness and acceptance of hydrogen technology,15
16,Baosteel,2022,Complexity of hydrogen storage and transportation infrastructure,1
16,Baosteel,2022,High energy requirements for hydrogen production and processing,1
16,Baosteel,2022,"Potential for hydrogen to be used in non-industrial applications, reducing its availability for industrial use",1
16,Baosteel,2022,Complexity of integrating hydrogen with existing energy systems,1
16,Baosteel,2022,Limited research and development in hydrogen metallurgy technology,1
16,Baosteel,2022,High costs associated with hydrogen production and transportation,1
16,Baosteel,2022,Complexity of hydrogen safety and handling procedures,1
16,Baosteel,2022,Limited availability of skilled labor for hydrogen technology implementation,10
16,Baosteel,2022,Complexity of hydrogen compatibility with existing equipment and infrastructure,1
16,Baosteel,2022,High costs associated with hydrogen storage and transportation infrastructure,1
16,Baosteel,2022,Limited public understanding of hydrogen benefits and risks,15
16,Baosteel,2022,Complexity of hydrogen regulation and standardization,1
16,Baosteel,2022,Limited availability of hydrogen production and processing technologies,1
16,Baosteel,2022,Complexity of hydrogen supply chain management,1
16,Baosteel,2022,High costs associated with hydrogen production and processing equipment,1
16,Baosteel,2022,Limited experience with hydrogen-assisted shaft furnace system operation and maintenance,1
16,Baosteel,2022,Complexity of hydrogen integration with existing production processes and systems,1
16,Baosteel,2022,Limited availability of hydrogen resources in certain regions,1
16,Baosteel,2022,Complexity of hydrogen production and processing from non-traditional sources,1
16,Baosteel,2022,High costs associated with hydrogen production and processing from non-traditional sources,1
16,Baosteel,2022,Limited research and development in hydrogen production and processing from non-traditional sources,1
16,Baosteel,2022,Complexity of hydrogen production and processing from renewable energy sources,1
16,Baosteel,2022,Limited availability of renewable energy sources for hydrogen production,1
16,Baosteel,2022,Complexity of integrating renewable energy sources with existing energy systems,6
16,Baosteel,2022,Limited experience with hydrogen production and processing from renewable energy sources,2
16,Baosteel,2022,Complexity of hydrogen production and processing from waste biomass,2
16,Baosteel,2022,Limited availability of waste biomass resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating waste biomass with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from waste biomass,2
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal solid waste,2
16,Baosteel,2022,Limited availability of municipal solid waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal solid waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal solid waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial waste,2
16,Baosteel,2022,Limited availability of industrial waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural waste,2
16,Baosteel,2022,Limited availability of agricultural waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from algae,-1
16,Baosteel,2022,Limited availability of algae resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating algae with existing energy systems,6
16,Baosteel,2022,Limited experience with hydrogen production and processing from algae,2
16,Baosteel,2022,Complexity of hydrogen production and processing from wastewater,2
16,Baosteel,2022,Limited availability of wastewater resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating wastewater with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from wastewater,2
16,Baosteel,2022,Complexity of hydrogen production and processing from industrial wastewater,2
16,Baosteel,2022,Limited availability of industrial wastewater resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating industrial wastewater with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from industrial wastewater,2
16,Baosteel,2022,Complexity of hydrogen production and processing from municipal wastewater,2
16,Baosteel,2022,Limited availability of municipal wastewater resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating municipal wastewater with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from municipal wastewater,2
16,Baosteel,2022,Complexity of hydrogen production and processing from agricultural wastewater,2
16,Baosteel,2022,Limited availability of agricultural wastewater resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating agricultural wastewater with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from agricultural wastewater,2
16,Baosteel,2022,Complexity of hydrogen production and processing from food waste,2
16,Baosteel,2022,Limited availability of food waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating food waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from food waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from textile waste,-1
16,Baosteel,2022,Limited availability of textile waste resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating textile waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from textile waste,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from plastic waste,-1
16,Baosteel,2022,Limited availability of plastic waste resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating plastic waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from plastic waste,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from construction waste,2
16,Baosteel,2022,Limited availability of construction waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating construction waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from construction waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from electronic waste,-1
16,Baosteel,2022,Limited availability of electronic waste resources for hydrogen production,-1
16,Baosteel,2022,Complexity of integrating electronic waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from electronic waste,-1
16,Baosteel,2022,Complexity of hydrogen production and processing from hazardous waste,2
16,Baosteel,2022,Limited availability of hazardous waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating hazardous waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from hazardous waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from medical waste,2
16,Baosteel,2022,Limited availability of medical waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating medical waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from medical waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from nuclear waste,2
16,Baosteel,2022,Limited availability of nuclear waste resources for hydrogen production,3
16,Baosteel,2022,Complexity of integrating nuclear waste with existing energy systems,2
16,Baosteel,2022,Limited experience with hydrogen production and processing from nuclear waste,2
16,Baosteel,2022,Complexity of hydrogen production and processing from coal ash,3
16,Baosteel,2022,Limited availability of coal ash resources for hydrogen production,3
